2	 1:1	 2:21	 3:1.62	 4:64	 5:2	 6:1	 7:2	 8:3	 9:3	 10:1	 11:2	 12:1	 13:0	 14:1	 15:4	 16:4
1	 1:2	 2:24.0409	 3:1.603226	 4:99.605527	 5:2	 6:2	 7:3	 8:1.262831	 9:3	 10:1	 11:1	 12:1	 13:.883171	 14:1.382995	 15:4	 16:4
1	 1:2	 2:29.509151	 3:1.770663	 4:112.471118	 5:2	 6:2	 7:2.303041	 8:3	 9:3	 10:1	 11:2.065817	 12:1	 13:0	 14:.725222	 15:3	 16:1
1	 1:2	 2:29.246269	 3:1.758038	 4:112.395309	 5:2	 6:2	 7:2.323003	 8:3	 9:3	 10:1	 11:2.155558	 12:1	 13:0	 14:1.251554	 15:3	 16:1
1	 1:2	 2:25.341399	 3:1.786997	 4:115.025361	 5:2	 6:2	 7:1.99953	 8:3	 9:3	 10:1	 11:2.111908	 12:1	 13:1.453042	 14:.849503	 15:3	 16:4
1	 1:2	 2:25.314163	 3:1.771837	 4:114.906095	 5:2	 6:2	 7:1.585183	 8:3	 9:3	 10:1	 11:2.101841	 12:1	 13:1.543961	 14:.000073	 15:3	 16:4
1	 1:2	 2:40.366238	 3:1.722396	 4:109.349025	 5:2	 6:2	 7:2.281963	 8:3.770379	 9:3	 10:1	 11:1	 12:1	 13:1.330519	 14:0	 15:4	 16:1
1	 1:2	 2:33.749594	 3:1.701387	 4:107.025415	 5:2	 6:2	 7:2.561638	 8:2.87747	 9:3	 10:1	 11:1	 12:1	 13:1.980401	 14:0	 15:4	 16:1
1	 1:2	 2:32.867331	 3:1.697421	 4:103.017623	 5:2	 6:2	 7:2.600217	 8:2.175153	 9:3	 10:1	 11:1	 12:1	 13:1.985536	 14:0	 15:4	 16:4
1	 1:2	 2:30.403205	 3:1.696365	 4:102.815983	 5:2	 6:2	 7:2.79166	 8:2.13229	 9:3	 10:1	 11:1.254589	 12:1	 13:.652736	 14:1.040713	 15:4	 16:4
1	 1:2	 2:29.687488	 3:1.909198	 4:129.679131	 5:2	 6:2	 7:2.08868	 8:3	 9:3	 10:1	 11:1.520215	 12:1	 13:1.857351	 14:0	 15:3	 16:4
1	 1:2	 2:28.992809	 3:1.909105	 4:129.874864	 5:2	 6:2	 7:2.206119	 8:3	 9:3	 10:1	 11:1.483856	 12:1	 13:1.113169	 14:0	 15:3	 16:4
1	 1:2	 2:30.475248	 3:1.801368	 4:121.094257	 5:2	 6:2	 7:2.328469	 8:3	 9:3	 10:1	 11:2.001208	 12:1	 13:.800487	 14:.176678	 15:3	 16:1
1	 1:2	 2:30.350516	 3:1.860292	 4:123.721352	 5:2	 6:2	 7:2.002784	 8:3	 9:3	 10:1	 11:2.292906	 12:1	 13:1.034031	 14:0	 15:3	 16:1
1	 1:2	 2:26.684354	 3:1.819535	 4:118.332689	 5:2	 6:2	 7:1.975675	 8:3	 9:3	 10:1	 11:2.357969	 12:1	 13:.704236	 14:.010721	 15:3	 16:4
1	 1:2	 2:26.607478	 3:1.793174	 4:118.165082	 5:2	 6:2	 7:2.002076	 8:3	 9:3	 10:1	 11:2.338373	 12:1	 13:.897562	 14:.081156	 15:3	 16:4
1	 1:2	 2:33.174147	 3:1.75015	 4:118.299585	 5:2	 6:2	 7:2.218599	 8:3	 9:3	 10:1	 11:2.104337	 12:1	 13:.766007	 14:.262118	 15:3	 16:1
1	 1:2	 2:32.29016	 3:1.754956	 4:120.098812	 5:2	 6:2	 7:2.9673	 8:3	 9:3	 10:1	 11:2.530035	 12:1	 13:.955317	 14:1.339232	 15:3	 16:1
1	 1:2	 2:26.050109	 3:1.773115	 4:115.089316	 5:2	 6:2	 7:2.392179	 8:3	 9:3	 10:1	 11:2.16467	 12:1	 13:1.079934	 14:1.073026	 15:3	 16:4
1	 1:2	 2:25.846279	 3:1.772731	 4:115.828167	 5:2	 6:2	 7:2.381164	 8:3	 9:3	 10:1	 11:2.170225	 12:1	 13:1.211048	 14:1.89933	 15:3	 16:4
1	 1:2	 2:29.620095	 3:1.787933	 4:112.536367	 5:2	 6:2	 7:2.008245	 8:3	 9:3	 10:1	 11:2.040137	 12:1	 13:0	 14:.474216	 15:3	 16:1
1	 1:2	 2:27.439056	 3:1.785277	 4:112.740797	 5:2	 6:2	 7:2.155182	 8:3	 9:3	 10:1	 11:2.049079	 12:1	 13:0	 14:1.74992	 15:3	 16:1
1	 1:2	 2:28.493397	 3:1.817572	 4:120.8158	 5:2	 6:2	 7:2.969233	 8:3	 9:3	 10:1	 11:2.807984	 12:1	 13:.982134	 14:1.191998	 15:3	 16:4
1	 1:2	 2:27.474245	 3:1.84342	 4:120.420406	 5:2	 6:2	 7:2.765063	 8:3	 9:3	 10:1	 11:2.867206	 12:1	 13:.706777	 14:.677909	 15:3	 16:4
1	 1:2	 2:25.036269	 3:1.874519	 4:121.244969	 5:2	 6:2	 7:2.630137	 8:3	 9:3	 10:1	 11:2.960088	 12:1	 13:1.356468	 14:0	 15:3	 16:4
1	 1:2	 2:24.825398	 3:1.796332	 4:120.901591	 5:2	 6:2	 7:2.195964	 8:3	 9:3	 10:1	 11:2.514872	 12:1	 13:1.664722	 14:.127673	 15:3	 16:4
1	 1:2	 2:30.493946	 3:1.756221	 4:119.117122	 5:2	 6:2	 7:2.619987	 8:3	 9:3	 10:1	 11:2.194746	 12:1	 13:1.076926	 14:1.090995	 15:3	 16:1
1	 1:2	 2:30.607546	 3:1.757132	 4:118.565568	 5:2	 6:2	 7:2.918113	 8:3	 9:3	 10:1	 11:2.240463	 12:1	 13:1.076248	 14:1.480875	 15:3	 16:1
1	 1:2	 2:31.194323	 3:1.889104	 4:129.157346	 5:2	 6:2	 7:2.889485	 8:3	 9:3	 10:2	 11:1.279771	 12:1	 13:.941424	 14:.008343	 15:3	 16:4
1	 1:2	 2:31.36347	 3:1.869323	 4:127.507411	 5:2	 6:2	 7:2.939727	 8:3	 9:3	 10:2	 11:1.344122	 12:1	 13:.923428	 14:1.432336	 15:3	 16:4
1	 1:2	 2:25.027254	 3:1.757154	 4:112.200812	 5:2	 6:2	 7:1.264234	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1.333435	 14:.002168	 15:3	 16:4
1	 1:2	 2:25.058566	 3:1.764484	 4:113.234349	 5:2	 6:2	 7:1.517912	 8:3	 9:3	 10:1	 11:2.038958	 12:1	 13:1.590255	 14:.00164	 15:3	 16:4
1	 1:2	 2:24.417552	 3:1.774775	 4:117.398976	 5:2	 6:2	 7:2.23372	 8:2.993634	 9:3	 10:1	 11:2.028368	 12:1	 13:.863158	 14:.449886	 15:3	 16:4
1	 1:2	 2:24.5822	 3:1.769933	 4:117.708705	 5:2	 6:2	 7:1.475906	 8:2.999346	 9:3	 10:1	 11:2.01943	 12:1	 13:1.046878	 14:.460866	 15:3	 16:4
1	 1:2	 2:40.106145	 3:1.760175	 4:117.651046	 5:2	 6:2	 7:2.032883	 8:2.976211	 9:3	 10:1	 11:1.726109	 12:1	 13:.477855	 14:0	 15:3	 16:1
1	 1:2	 2:40.174191	 3:1.763029	 4:116.974504	 5:2	 6:2	 7:2.046651	 8:2.842035	 9:3	 10:1	 11:1.732072	 12:1	 13:.584272	 14:0	 15:3	 16:1
1	 1:2	 2:27.186873	 3:1.679515	 4:102.872802	 5:2	 6:2	 7:2.667229	 8:1.09749	 9:3	 10:1	 11:1.225958	 12:1	 13:.206954	 14:1.003011	 15:4	 16:4
1	 1:2	 2:30.424369	 3:1.699354	 4:100.176866	 5:2	 6:2	 7:2.819934	 8:1.91863	 9:3	 10:1	 11:1	 12:1	 13:1.39302	 14:.553311	 15:4	 16:4
1	 1:2	 2:23.141402	 3:1.849307	 4:121.658729	 5:2	 6:2	 7:3	 8:2.510135	 9:3	 10:1	 11:1.693362	 12:1	 13:.769709	 14:0	 15:3	 16:4
1	 1:2	 2:24.178638	 3:1.86741	 4:121.684311	 5:2	 6:2	 7:2.954417	 8:2.65772	 9:3	 10:1	 11:2.104696	 12:1	 13:.870056	 14:0	 15:3	 16:4
1	 1:2	 2:22.832105	 3:1.86714	 4:121.835883	 5:2	 6:2	 7:2.826251	 8:2.604998	 9:3	 10:1	 11:1.842173	 12:1	 13:1.284798	 14:0	 15:3	 16:4
1	 1:2	 2:23.083621	 3:1.848553	 4:121.421121	 5:2	 6:2	 7:3	 8:2.567567	 9:3	 10:1	 11:2.011023	 12:1	 13:.916478	 14:0	 15:3	 16:4
1	 1:2	 2:24.079971	 3:1.61981	 4:98.54302	 5:2	 6:2	 7:2.95841	 8:2.434347	 9:3	 10:1	 11:1	 12:1	 13:1.930033	 14:.754023	 15:4	 16:4
1	 1:2	 2:26.947786	 3:1.647807	 4:99.592225	 5:2	 6:2	 7:2.935157	 8:1.845858	 9:3	 10:1	 11:1	 12:1	 13:1.089891	 14:.715993	 15:4	 16:4
1	 1:2	 2:20.101026	 3:1.619128	 4:104.303711	 5:2	 6:2	 7:2.870895	 8:1.627555	 9:3	 10:1	 11:1.375728	 12:1	 13:.210181	 14:1.163117	 15:4	 16:4
1	 1:2	 2:22.789402	 3:1.64187	 4:104.270062	 5:2	 6:2	 7:2.869833	 8:1.569176	 9:3	 10:1	 11:1.533682	 12:1	 13:.167943	 14:1.368262	 15:4	 16:4
1	 1:2	 2:28.404332	 3:1.787379	 4:112.173731	 5:2	 6:2	 7:1.878251	 8:3	 9:3	 10:1	 11:2.022933	 12:1	 13:0	 14:.325445	 15:3	 16:1
1	 1:2	 2:30.003358	 3:1.758355	 4:112.007101	 5:2	 6:2	 7:1.750809	 8:3	 9:3	 10:1	 11:2.002871	 12:1	 13:0	 14:.114457	 15:3	 16:1
1	 1:2	 2:25.136116	 3:1.76414	 4:113.089716	 5:2	 6:2	 7:1.168856	 8:3	 9:3	 10:1	 11:2.013205	 12:1	 13:1.246223	 14:.00159	 15:3	 16:4
1	 1:2	 2:25.139466	 3:1.767186	 4:112.226032	 5:2	 6:2	 7:1.443674	 8:3	 9:3	 10:1	 11:2.002194	 12:1	 13:1.386151	 14:.001337	 15:3	 16:4
1	 1:2	 2:31.743821	 3:1.67782	 4:102.022057	 5:2	 6:2	 7:2.826036	 8:2.371658	 9:3	 10:1	 11:1	 12:1	 13:1.996487	 14:0	 15:4	 16:4
1	 1:2	 2:30.796262	 3:1.668478	 4:100.543983	 5:2	 6:2	 7:2.9553	 8:2.378211	 9:3	 10:1	 11:1	 12:1	 13:1.738267	 14:.394533	 15:4	 16:4
1	 1:2	 2:28.393111	 3:1.685462	 4:99.540122	 5:2	 6:2	 7:2.774562	 8:2.301129	 9:3	 10:1	 11:1	 12:1	 13:1.621733	 14:.138314	 15:4	 16:4
1	 1:2	 2:27.93982	 3:1.694642	 4:99.709329	 5:2	 6:2	 7:2.772027	 8:2.454432	 9:3	 10:1	 11:1	 12:1	 13:.858554	 14:.051268	 15:4	 16:4
1	 1:2	 2:31.034092	 3:1.886109	 4:129.349471	 5:2	 6:2	 7:2.499626	 8:3	 9:3	 10:2	 11:1.125338	 12:1	 13:.94522	 14:1.022505	 15:3	 16:4
1	 1:2	 2:30.684347	 3:1.915	 4:129.966428	 5:2	 6:2	 7:2.108638	 8:3	 9:3	 10:2	 11:1.014876	 12:1	 13:.987521	 14:.047473	 15:3	 16:4
1	 1:2	 2:30.108216	 3:1.841908	 4:124.070717	 5:2	 6:2	 7:2.467548	 8:3	 9:3	 10:1	 11:2.66029	 12:1	 13:.994422	 14:.310394	 15:3	 16:4
1	 1:2	 2:31.347497	 3:1.868127	 4:123.172214	 5:2	 6:2	 7:2.585942	 8:3	 9:3	 10:1	 11:2.302506	 12:1	 13:.597863	 14:.111925	 15:3	 16:4
1	 1:2	 2:31.761799	 3:1.751688	 4:119.205308	 5:2	 6:2	 7:2.14961	 8:3	 9:3	 10:1	 11:2.133876	 12:1	 13:.393452	 14:.345887	 15:3	 16:1
1	 1:2	 2:30.976932	 3:1.755333	 4:118.237782	 5:2	 6:2	 7:2.938616	 8:3	 9:3	 10:1	 11:2.06039	 12:1	 13:.371508	 14:1.333559	 15:3	 16:1
1	 1:2	 2:37.588628	 3:1.754217	 4:117.8972	 5:2	 6:2	 7:2.535154	 8:2.915921	 9:3	 10:1	 11:1.8924	 12:1	 13:.693732	 14:.06741	 15:3	 16:1
1	 1:2	 2:37.997912	 3:1.76071	 4:118.668332	 5:2	 6:2	 7:2.611222	 8:2.992083	 9:3	 10:1	 11:1.796376	 12:1	 13:.641954	 14:.20281	 15:3	 16:1
1	 1:2	 2:21.6548	 3:1.755938	 4:116.311962	 5:2	 6:2	 7:1.800122	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1.689525	 14:.764452	 15:3	 16:4
1	 1:2	 2:22.829753	 3:1.765137	 4:116.669906	 5:2	 6:2	 7:1.482722	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1.112504	 14:.690353	 15:3	 16:4
1	 1:2	 2:25.015173	 3:1.788239	 4:115.382519	 5:2	 6:2	 7:1.735664	 8:3	 9:3	 10:1	 11:2.041536	 12:1	 13:1.392406	 14:.39174	 15:3	 16:4
1	 1:2	 2:23.812795	 3:1.767121	 4:116.164351	 5:2	 6:2	 7:1.655684	 8:3	 9:3	 10:1	 11:2	 12:1	 13:.976425	 14:.690082	 15:3	 16:4
1	 1:2	 2:23.975685	 3:1.840039	 4:120.975489	 5:2	 6:2	 7:2.598207	 8:2.849347	 9:3	 10:1	 11:2.006167	 12:1	 13:1.52001	 14:.295685	 15:3	 16:4
1	 1:2	 2:24.149036	 3:1.824901	 4:120.805715	 5:2	 6:2	 7:2.225149	 8:3	 9:3	 10:1	 11:2.357978	 12:1	 13:1.943743	 14:.682128	 15:3	 16:4
1	 1:2	 2:25.062942	 3:1.828391	 4:120.998266	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:3	 12:1	 13:1.685369	 14:.264969	 15:3	 16:4
1	 1:2	 2:25.140074	 3:1.829529	 4:120.996581	 5:2	 6:2	 7:3	 8:3	 9:3	 10:1	 11:3	 12:1	 13:1.467863	 14:.343635	 15:3	 16:4
1	 1:2	 2:30.722801	 3:1.779325	 4:120.751656	 5:2	 6:2	 7:2.519592	 8:3	 9:3	 10:1	 11:2.229145	 12:1	 13:.350717	 14:1.140348	 15:3	 16:1
1	 1:2	 2:30.916426	 3:1.781139	 4:120.794535	 5:2	 6:2	 7:2.111887	 8:3	 9:3	 10:1	 11:2.357373	 12:1	 13:.425621	 14:1.416353	 15:3	 16:1
1	 1:2	 2:31.010302	 3:1.764166	 4:119.373019	 5:2	 6:2	 7:2.970983	 8:3	 9:3	 10:1	 11:2.828861	 12:1	 13:.454944	 14:1.915818	 15:3	 16:1
1	 1:2	 2:30.605464	 3:1.754796	 4:118.805937	 5:2	 6:2	 7:2.907542	 8:3	 9:3	 10:1	 11:2.284494	 12:1	 13:.647632	 14:1.668318	 15:3	 16:1
1	 1:2	 2:24.622054	 3:1.756509	 4:117.368716	 5:2	 6:2	 7:1.451337	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1.384607	 14:.631217	 15:3	 16:4
1	 1:2	 2:23.745833	 3:1.756772	 4:117.326523	 5:2	 6:2	 7:1.537505	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1.631912	 14:.631422	 15:3	 16:4
1	 1:2	 2:23.327836	 3:1.754439	 4:119.441207	 5:2	 6:2	 7:1.893428	 8:3	 9:3	 10:1	 11:2	 12:1	 13:1.917383	 14:.93648	 15:3	 16:4
1	 1:2	 2:23.411141	 3:1.755142	 4:119.192922	 5:2	 6:2	 7:2.007845	 8:2.954446	 9:3	 10:1	 11:1.968796	 12:1	 13:1.587406	 14:.838947	 15:3	 16:4
1	 1:2	 2:39.825592	 3:1.706741	 4:108.012603	 5:2	 6:2	 7:2.487781	 8:3.755976	 9:3	 10:1	 11:1	 12:1	 13:1.860765	 14:0	 15:4	 16:1
1	 1:2	 2:36.839761	 3:1.74285	 4:106.421042	 5:2	 6:2	 7:2.541785	 8:2.902639	 9:3	 10:1	 11:1	 12:1	 13:1.668961	 14:0	 15:4	 16:1
1	 1:2	 2:33.789301	 3:1.6811	 4:102.523111	 5:2	 6:2	 7:2.813775	 8:2.372705	 9:3	 10:1	 11:1	 12:1	 13:1.979355	 14:0	 15:4	 16:4
1	 1:2	 2:34.161998	 3:1.705682	 4:103.067766	 5:2	 6:2	 7:2.562687	 8:2.100918	 9:3	 10:1	 11:1.458545	 12:1	 13:1.167856	 14:.412329	 15:4	 16:4
1	 1:2	 2:22.580038	 3:1.849507	 4:121.560938	 5:2	 6:2	 7:3	 8:2.272801	 9:3	 10:1	 11:1.560064	 12:1	 13:.79677	 14:0	 15:3	 16:4
1	 1:2	 2:22.851721	 3:1.853373	 4:121.737836	 5:2	 6:2	 7:2.922511	 8:2.692889	 9:3	 10:1	 11:1.809531	 12:1	 13:.478595	 14:0	 15:3	 16:4
1	 1:2	 2:23.254934	 3:1.84753	 4:122.06261	 5:2	 6:2	 7:3	 8:2.280545	 9:3	 10:1	 11:1.591597	 12:1	 13:.932783	 14:0	 15:3	 16:4
1	 1:2	 2:22.343204	 3:1.87034	 4:121.458232	 5:2	 6:2	 7:2.836055	 8:2.675411	 9:3	 10:1	 11:1.711666	 12:1	 13:.93732	 14:0	 15:3	 16:4
1	 1:2	 2:24.006271	 3:1.607787	 4:100.783434	 5:2	 6:2	 7:2.880759	 8:1.487674	 9:3	 10:1	 11:1.01378	 12:1	 13:1.00109	 14:1.09838	 15:4	 16:4
1	 1:2	 2:24.001196	 3:1.603091	 4:100.209405	 5:2	 6:2	 7:3	 8:1.02075	 9:3	 10:1	 11:1	 12:1	 13:.233056	 14:1.707421	 15:4	 16:4
1	 1:2	 2:20.156664	 3:1.620109	 4:103.393354	 5:2	 6:2	 7:2.766441	 8:1.240424	 9:3	 10:1	 11:1.413218	 12:1	 13:.165269	 14:.862587	 15:4	 16:4
1	 1:2	 2:23.360307	 3:1.610647	 4:100.642257	 5:2	 6:2	 7:2.997524	 8:1.154318	 9:3	 10:1	 11:1.238057	 12:1	 13:1.1293	 14:1.665621	 15:4	 16:4
1	 1:2	 2:28.986237	 3:1.758618	 4:113.501549	 5:2	 6:2	 7:2.320201	 8:3	 9:3	 10:1	 11:2.164784	 12:1	 13:0	 14:1.465479	 15:3	 16:1
1	 1:2	 2:29.713169	 3:1.763259	 4:113.215814	 5:2	 6:2	 7:2.181057	 8:3	 9:3	 10:1	 11:2.08554	 12:1	 13:0	 14:1.439004	 15:3	 16:1
1	 1:2	 2:27.394123	 3:1.764138	 4:112.323213	 5:2	 6:2	 7:1.924632	 8:3	 9:3	 10:1	 11:2.006595	 12:1	 13:.1768	 14:.511694	 15:3	 16:1
1	 1:2	 2:24.912254	 3:1.75596	 4:112.277567	 5:2	 6:2	 7:1.397468	 8:3	 9:3	 10:1	 11:2.01897	 12:1	 13:.665439	 14:.062167	 15:3	 16:1
1	 1:2	 2:25.526746	 3:1.783381	 4:115.347176	 5:2	 6:2	 7:2.191429	 8:3	 9:3	 10:1	 11:2.102709	 12:1	 13:1.32534	 14:.380979	 15:3	 16:4
1	 1:2	 2:25.523127	 3:1.786532	 4:114.534678	 5:2	 6:2	 7:2.100177	 8:3	 9:3	 10:1	 11:2.099687	 12:1	 13:1.281165	 14:.247332	 15:3	 16:4
1	 1:2	 2:25.822348	 3:1.766626	 4:114.187096	 5:2	 6:2	 7:2.075321	 8:3	 9:3	 10:1	 11:2.144838	 12:1	 13:1.501754	 14:.276319	 15:3	 16:4
1	 1:2	 2:25.879411	 3:1.765464	 4:114.144378	 5:2	 6:2	 7:1.626369	 8:3	 9:3	 10:1	 11:2.109697	 12:1	 13:1.352973	 14:.076693	 15:3	 16:4
1	 1:2	 2:30.361365	 3:1.75853	 4:111.635463	 5:2	 6:2	 7:1.263216	 8:3.219347	 9:3	 10:1	 11:1.981782	 12:1	 13:.482625	 14:0	 15:3	 16:1
1	 1:2	 2:30.451174	 3:1.758539	 4:111.950413	 5:2	 6:2	 7:1.067909	 8:3.656401	 9:3	 10:1	 11:1.98459	 12:1	 13:.054238	 14:0	 15:3	 16:1
1	 1:2	 2:40.564513	 3:1.748015	 4:109.758736	 5:2	 6:2	 7:2.310751	 8:3.220181	 9:3	 10:1	 11:1.006643	 12:1	 13:1.15804	 14:0	 15:4	 16:1
1	 1:2	 2:40.501722	 3:1.744974	 4:111.169678	 5:2	 6:2	 7:2.294259	 8:2.850948	 9:3	 10:1	 11:1.87029	 12:1	 13:.917014	 14:0	 15:4	 16:1
1	 1:2	 2:30.315784	 3:1.701566	 4:103.743534	 5:2	 6:2	 7:2.57649	 8:2.187145	 9:3	 10:1	 11:1.38107	 12:1	 13:1.928275	 14:.413663	 15:4	 16:4
1	 1:2	 2:33.293166	 3:1.696412	 4:103.250355	 5:2	 6:2	 7:2.679664	 8:2.415522	 9:3	 10:1	 11:1	 12:1	 13:1.987296	 14:0	 15:4	 16:4
1	 1:2	 2:30.638944	 3:1.680489	 4:102.004554	 5:2	 6:2	 7:2.938687	 8:2.138375	 9:3	 10:1	 11:1.251715	 12:1	 13:1.181811	 14:.778375	 15:4	 16:4
1	 1:2	 2:29.791101	 3:1.703317	 4:102.592171	 5:2	 6:2	 7:2.654792	 8:1.077331	 9:3	 10:1	 11:1.345407	 12:1	 13:.327418	 14:.386861	 15:4	 16:4
1	 1:2	 2:31.205668	 3:1.877732	 4:127.161381	 5:2	 6:2	 7:2.731368	 8:3	 9:3	 10:2	 11:1.486824	 12:1	 13:1.485978	 14:1.150439	 15:3	 16:4
1	 1:2	 2:30.899219	 3:1.909639	 4:129.013178	 5:2	 6:2	 7:2.22259	 8:3	 9:3	 10:2	 11:1.591909	 12:1	 13:1.392026	 14:.917727	 15:3	 16:4
1	 1:2	 2:29.669219	 3:1.909188	 4:129.19449	 5:2	 6:2	 7:2.432355	 8:3	 9:3	 10:1	 11:1.336526	 12:1	 13:1.63812	 14:.090341	 15:3	 16:4
1	 1:2	 2:30.595632	 3:1.910672	 4:129.232708	 5:2	 6:2	 7:2.497548	 8:3	 9:3	 10:1	 11:1.362583	 12:1	 13:1.144076	 14:.173232	 15:3	 16:4
1	 1:2	 2:30.554956	 3:1.779136	 4:120.60094	 5:2	 6:2	 7:2.671238	 8:3	 9:3	 10:1	 11:2.145368	 12:1	 13:.882709	 14:.593917	 15:3	 16:1
1	 1:2	 2:31.571392	 3:1.767485	 4:120.158049	 5:2	 6:2	 7:2.57691	 8:3	 9:3	 10:1	 11:2.080187	 12:1	 13:1.04268	 14:.376683	 15:3	 16:1
1	 1:2	 2:30.577944	 3:1.783953	 4:120.613561	 5:2	 6:2	 7:2.341999	 8:3	 9:3	 10:1	 11:2.299878	 12:1	 13:.565242	 14:.921991	 15:3	 16:1
1	 1:2	 2:30.717727	 3:1.76714	 4:120.344402	 5:2	 6:2	 7:2.117121	 8:3	 9:3	 10:1	 11:2.193008	 12:1	 13:.992829	 14:1.556052	 15:3	 16:1
1	 1:2	 2:26.734476	 3:1.816197	 4:119.622764	 5:2	 6:2	 7:2.247037	 8:3	 9:3	 10:1	 11:2.718408	 12:1	 13:.763595	 14:0	 15:3	 16:4
1	 1:2	 2:26.699317	 3:1.839941	 4:119.956651	 5:2	 6:2	 7:2.244654	 8:3	 9:3	 10:1	 11:2.795752	 12:1	 13:.839481	 14:0	 15:3	 16:4
1	 1:2	 2:25.659092	 3:1.84842	 4:117.631707	 5:2	 6:2	 7:2.128574	 8:3	 9:3	 10:1	 11:2.531984	 12:1	 13:1.003294	 14:.026575	 15:3	 16:4
1	 1:2	 2:26.348156	 3:1.830317	 4:117.75701	 5:2	 6:2	 7:2.068834	 8:3	 9:3	 10:1	 11:2.543841	 12:1	 13:1.217993	 14:.038253	 15:3	 16:4
1	 1:2	 2:37.638102	 3:1.750085	 4:118.114184	 5:2	 6:2	 7:2.073224	 8:3	 9:3	 10:1	 11:2.024035	 12:1	 13:.131371	 14:0	 15:3	 16:1
1	 1:2	 2:37.765356	 3:1.763582	 4:117.86159	 5:2	 6:2	 7:2.145114	 8:2.888193	 9:3	 10:1	 11:2.038128	 12:1	 13:.852344	 14:0	 15:3	 16:1
1	 1:2	 2:28.255199	 3:1.816547	 4:120.699119	 5:2	 6:2	 7:2.997951	 8:3	 9:3	 10:1	 11:2.715856	 12:1	 13:.739881	 14:.972054	 15:3	 16:1
1	 1:2	 2:27.931432	 3:1.805445	 4:119.484614	 5:2	 6:2	 7:2.911312	 8:3	 9:3	 10:1	 11:2.501808	 12:1	 13:.94676	 14:.785701	 15:3	 16:1
1	 1:2	 2:25.492855	 3:1.770124	 4:114.163921	 5:2	 6:2	 7:2.159033	 8:3	 9:3	 10:1	 11:2.116399	 12:1	 13:1.331526	 14:.052942	 15:3	 16:4
1	 1:2	 2:25.550506	 3:1.77274	 4:114.254278	 5:2	 6:2	 7:2.175276	 8:3	 9:3	 10:1	 11:2.128176	 12:1	 13:1.306476	 14:.079334	 15:3	 16:4
1	 1:2	 2:25.542454	 3:1.763215	 4:115.10813	 5:2	 6:2	 7:2.21965	 8:3	 9:3	 10:1	 11:2.165408	 12:1	 13:1.315045	 14:.688985	 15:3	 16:4
1	 1:2	 2:25.758307	 3:1.766547	 4:115.45845	 5:2	 6:2	 7:2.203962	 8:3	 9:3	 10:1	 11:2.15687	 12:1	 13:1.289421	 14:1.220767	 15:3	 16:4
1	 1:2	 2:29.981494	 3:1.773181	 4:112.348722	 5:2	 6:2	 7:1.947495	 8:3	 9:3	 10:1	 11:2.042073	 12:1	 13:0	 14:.618087	 15:3	 16:1
1	 1:2	 2:29.891473	 3:1.76003	 4:112.409191	 5:2	 6:2	 7:2.262292	 8:3	 9:3	 10:1	 11:2.115354	 12:1	 13:0	 14:.847587	 15:3	 16:1
1	 1:2	 2:26.778684	 3:1.780089	 4:113.15464	 5:2	 6:2	 7:2.219186	 8:3	 9:3	 10:1	 11:2.092326	 12:1	 13:.545919	 14:1.74288	 15:3	 16:1
1	 1:2	 2:28.377958	 3:1.766946	 4:113.235538	 5:2	 6:2	 7:2.314175	 8:3	 9:3	 10:1	 11:2.151809	 12:1	 13:0	 14:1.578517	 15:3	 16:1
1	 1:2	 2:26.199321	 3:1.885119	 4:121.065052	 5:2	 6:2	 7:2.423291	 8:3	 9:3	 10:1	 11:2.902682	 12:1	 13:1.243567	 14:.555591	 15:3	 16:4
1	 1:2	 2:27.266287	 3:1.828276	 4:120.872294	 5:2	 6:2	 7:2.637202	 8:3	 9:3	 10:1	 11:2.966647	 12:1	 13:1.159598	 14:.758897	 15:3	 16:4
1	 1:2	 2:27.635029	 3:1.806227	 4:120.423567	 5:2	 6:2	 7:2.974006	 8:3	 9:3	 10:1	 11:2.565828	 12:1	 13:.690269	 14:1.339691	 15:3	 16:4
1	 1:2	 2:26.899886	 3:1.812919	 4:119.841446	 5:2	 6:2	 7:2.347942	 8:3	 9:3	 10:1	 11:2.730663	 12:1	 13:.689371	 14:.188693	 15:3	 16:4
1	 1:2	 2:22.758998	 3:1.859717	 4:121.284533	 5:2	 6:2	 7:2.654076	 8:2.574108	 9:3	 10:1	 11:1.78471	 12:1	 13:1.170537	 14:0	 15:3	 16:4
1	 1:2	 2:22.771001	 3:1.86516	 4:121.527369	 5:2	 6:2	 7:2.739	 8:2.740492	 9:3	 10:1	 11:1.824561	 12:1	 13:1.094839	 14:0	 15:3	 16:4
1	 1:2	 2:23.826684	 3:1.783609	 4:120.921535	 5:2	 6:2	 7:2.591292	 8:2.956422	 9:3	 10:1	 11:2.31083	 12:1	 13:1.48524	 14:.281815	 15:3	 16:4
1	 1:2	 2:24.186273	 3:1.794827	 4:120.919703	 5:2	 6:2	 7:2.611847	 8:2.749334	 9:3	 10:1	 11:2.364849	 12:1	 13:1.141708	 14:.063005	 15:3	 16:4
