1	 1:.2	 2:.4	 3:0	 4:.0000277778	 5:0	 6:.993592814	 7:.0000277778	 8:.666666667	 9:5
1	 1:.010638298	 2:.058823529	 3:0	 4:.0000424383	 5:0	 6:0	 7:.0000424383	 8:0	 9:3
1	 1:.1	 2:.058823529	 3:0	 4:.038958333	 5:0	 6:0	 7:.038958333	 8:0	 9:3
1	 1:.090909091	 2:.117647059	 3:0	 4:.259544753	 5:0	 6:0	 7:.045416667	 8:.928571429	 9:3
1	 1:.003021148	 2:.142857143	 3:0	 4:.629621914	 5:0	 6:.993592814	 7:.629621914	 8:.848214286	 9:3
1	 1:.066666667	 2:.142857143	 3:0	 4:.994969136	 5:0	 6:.993592814	 7:.994969136	 8:1	 9:3
1	 1:.03125	 2:.142857143	 3:0	 4:.966207562	 5:0	 6:.993592814	 7:.966207562	 8:.913043478	 9:3
1	 1:.010416667	 2:.142857143	 3:0	 4:.973032407	 5:0	 6:.993592814	 7:.973032407	 8:1	 9:3
1	 1:.010416667	 2:.026315789	 3:0	 4:.981795635	 5:.526315789	 6:.993592814	 7:.981795635	 8:0	 9:7
1	 1:.089552239	 2:.157894737	 3:0	 4:.987625661	 5:.526315789	 6:.993592814	 7:.981223545	 8:.806451613	 9:7
1	 1:.6	 2:.214285714	 3:.5	 4:.010887346	 5:0	 6:0	 7:.000868056	 8:.666666667	 9:3
1	 1:1	 2:.142857143	 3:0	 4:.208560957	 5:0	 6:0	 7:.208429784	 8:1	 9:3
2	 1:.111111111	 2:.413793103	 3:1	 4:.810902778	 5:.379310345	 6:.993528095	 7:.81025463	 8:.821428571	 9:1
1	 1:.083333333	 2:.034482759	 3:0	 4:.988703704	 5:.379310345	 6:.993528095	 7:.988703704	 8:0	 9:1
1	 1:.153846154	 2:.068965517	 3:0	 4:.913090278	 5:.379310345	 6:.993528095	 7:.913043982	 8:0	 9:1
1	 1:.006802721	 2:.034482759	 3:0	 4:.949594907	 5:.379310345	 6:.993528095	 7:.949594907	 8:0	 9:1
1	 1:.5	 2:.058823529	 3:0	 4:.154594907	 5:0	 6:0	 7:.154594907	 8:0	 9:3
1	 1:.016806723	 2:.117647059	 3:0	 4:.075590278	 5:0	 6:0	 7:.075501543	 8:.757575758	 9:3
1	 1:.0625	 2:.058823529	 3:0	 4:.112280093	 5:0	 6:0	 7:.112280093	 8:0	 9:3
1	 1:.047619048	 2:.058823529	 3:0	 4:.263738426	 5:0	 6:0	 7:.263738426	 8:0	 9:3
1	 1:.25	 2:.333333333	 3:0	 4:.058840939	 5:0	 6:0	 7:.015446429	 8:.75	 9:7
1	 1:.041666667	 2:.043478261	 3:0	 4:.0000810185	 5:.217391304	 6:.993592814	 7:.0000810185	 8:0	 9:3
1	 1:.333333333	 2:.043478261	 3:0	 4:.003043982	 5:.217391304	 6:.993592814	 7:.003043982	 8:0	 9:3
1	 1:.024390244	 2:.043478261	 3:0	 4:.00349537	 5:.217391304	 6:.993592814	 7:.00349537	 8:0	 9:3
1	 1:.045454545	 2:.055555556	 3:0	 4:.187979167	 5:0	 6:0	 7:.187979167	 8:0	 9:5
1	 1:.054054054	 2:.068965517	 3:0	 4:.289606482	 5:.379310345	 6:.993528095	 7:.289606482	 8:0	 9:1
1	 1:.006042296	 2:.142857143	 3:0	 4:.037133488	 5:0	 6:0	 7:.037121914	 8:.848214286	 9:3
2	 1:.193548387	 2:.428571429	 3:1	 4:.231531636	 5:0	 6:0	 7:.231458333	 8:.714285714	 9:3
1	 1:.022727273	 2:.071428571	 3:0	 4:.371882716	 5:0	 6:0	 7:.371882716	 8:0	 9:3
1	 1:.333333333	 2:.08	 3:0	 4:.926634259	 5:.28	 6:.993592814	 7:.926034722	 8:0	 9:5
1	 1:.015384615	 2:.04	 3:0	 4:.979865741	 5:.28	 6:.993592814	 7:.979865741	 8:0	 9:5
2	 1:.666666667	 2:.4	 3:1	 4:.970395833	 5:.28	 6:.993592814	 7:.925918982	 8:1	 9:5
1	 1:.25	 2:.125	 3:0	 4:.0000192901	 5:0	 6:.993592814	 7:.000003858	 8:.833333333	 9:3
1	 1:.071428571	 2:.08	 3:0	 4:.994884259	 5:.28	 6:.993592814	 7:.994884259	 8:0	 9:5
1	 1:.022222222	 2:.0625	 3:0	 4:.000003858	 5:0	 6:.993592814	 7:.000003858	 8:0	 9:3
1	 1:.285714286	 2:.571428571	 3:0	 4:.827071759	 5:0	 6:0	 7:.827071759	 8:.75	 9:1
1	 1:.081632653	 2:.266666667	 3:0	 4:.02239418	 5:0	 6:0	 7:.015481151	 8:.925925926	 9:7
1	 1:.022222222	 2:.066666667	 3:0	 4:.817652116	 5:0	 6:0	 7:.817652116	 8:0	 9:7
1	 1:.2	 2:.026315789	 3:0	 4:.974393188	 5:.526315789	 6:.993592814	 7:.974393188	 8:0	 9:7
1	 1:.133333333	 2:.133333333	 3:0	 4:.131136574	 5:0	 6:0	 7:.131136574	 8:.833333333	 9:5
1	 1:.010416667	 2:.04	 3:0	 4:.995053241	 5:.28	 6:.993592814	 7:.995053241	 8:0	 9:5
2	 1:.875	 2:.212121212	 3:1	 4:.954847884	 5:.454545455	 6:.935345672	 7:.95473545	 8:1	 9:7
1	 1:.041666667	 2:.020408163	 3:0	 4:.636377315	 5:.632653061	 6:.993592814	 7:.636377315	 8:0	 9:7
1	 1:.4	 2:.040816327	 3:0	 4:.655810185	 5:.632653061	 6:.993592814	 7:.059189815	 8:0	 9:7
1	 1:.045454545	 2:.15	 3:0	 4:.643594577	 5:.1	 6:0	 7:.64353836	 8:.714285714	 9:7
1	 1:.017391304	 2:.1	 3:0	 4:.754031085	 5:.1	 6:0	 7:.754011243	 8:.926829268	 9:7
1	 1:.066666667	 2:.020408163	 3:0	 4:.975596892	 5:.632653061	 6:.993592814	 7:.975596892	 8:0	 9:7
1	 1:.25	 2:.2	 3:0	 4:.000717593	 5:0	 6:0	 7:.000717593	 8:.333333333	 9:1
1	 1:.4	 2:.4	 3:0	 4:.001076389	 5:0	 6:0	 7:.001076389	 8:1	 9:1
1	 1:.003021148	 2:.066666667	 3:0	 4:.053452932	 5:0	 6:0	 7:.053452932	 8:0	 9:3
1	 1:.083333333	 2:.066666667	 3:0	 4:.030979938	 5:0	 6:0	 7:.030979938	 8:0	 9:3
1	 1:.030769231	 2:.133333333	 3:0	 4:.634228395	 5:0	 6:0	 7:.298780864	 8:.916666667	 9:3
1	 1:.166666667	 2:.133333333	 3:0	 4:.810999228	 5:0	 6:0	 7:.810999228	 8:1	 9:3
1	 1:.05	 2:.026315789	 3:0	 4:.847797619	 5:.526315789	 6:.993592814	 7:.847797619	 8:0	 9:7
2	 1:.769230769	 2:.263157895	 3:.5	 4:.907762897	 5:.526315789	 6:.993592814	 7:.90390377	 8:.5	 9:7
1	 1:.045454545	 2:.020408163	 3:0	 4:.957936508	 5:.632653061	 6:.993592814	 7:.957936508	 8:0	 9:7
1	 1:.1	 2:.026315789	 3:0	 4:.9975	 5:.526315789	 6:.993592814	 7:.9975	 8:0	 9:7
1	 1:.028571429	 2:.03030303	 3:0	 4:.103201058	 5:.454545455	 6:.993592814	 7:.103201058	 8:0	 9:7
1	 1:.142857143	 2:.03030303	 3:0	 4:.987157738	 5:.454545455	 6:.935345672	 7:.987157738	 8:0	 9:7
2	 1:.733333333	 2:.333333333	 3:.5	 4:.973599537	 5:.454545455	 6:.935345672	 7:.972528109	 8:1	 9:7
1	 1:.010416667	 2:.03030303	 3:0	 4:.990818452	 5:.454545455	 6:.935345672	 7:.990818452	 8:0	 9:7
1	 1:.022727273	 2:.03030303	 3:0	 4:.298080357	 5:.454545455	 6:.935345672	 7:.298080357	 8:0	 9:7
1	 1:.045454545	 2:.060606061	 3:0	 4:.837981151	 5:.454545455	 6:.935345672	 7:.837981151	 8:0	 9:7
1	 1:.096774194	 2:.058823529	 3:.5	 4:.784956019	 5:.647058824	 6:.825258573	 7:.78494213	 8:0	 9:5
1	 1:.008196721	 2:.019607843	 3:0	 4:.816763889	 5:.647058824	 6:.825258573	 7:.816763889	 8:0	 9:5
1	 1:.2	 2:.058823529	 3:0	 4:.966386574	 5:.647058824	 6:.825258573	 7:.869800926	 8:0	 9:5
1	 1:.117647059	 2:.181818182	 3:0	 4:.236759259	 5:0	 6:0	 7:.236643519	 8:.7	 9:1
1	 1:.010416667	 2:.066666667	 3:0	 4:.961500772	 5:0	 6:0	 7:.961500772	 8:0	 9:3
1	 1:.25	 2:.066666667	 3:0	 4:.317951389	 5:0	 6:0	 7:.317951389	 8:0	 9:3
1	 1:.043478261	 2:.2	 3:0	 4:.251747685	 5:0	 6:0	 7:.251747685	 8:.8	 9:1
1	 1:.04	 2:.2	 3:0	 4:.552847222	 5:0	 6:0	 7:.552847222	 8:1	 9:1
1	 1:.125	 2:.026315789	 3:0	 4:.905924273	 5:.526315789	 6:.993592814	 7:.905924273	 8:0	 9:7
1	 1:.125	 2:.166666667	 3:0	 4:.730823413	 5:0	 6:0	 7:.730823413	 8:1	 9:7
1	 1:.029850746	 2:.039215686	 3:0	 4:.176375	 5:.647058824	 6:.825258573	 7:.000537037	 8:0	 9:5
1	 1:.25	 2:.083333333	 3:0	 4:.568788029	 5:0	 6:0	 7:.568788029	 8:0	 9:7
1	 1:.015384615	 2:.083333333	 3:0	 4:.961903109	 5:0	 6:0	 7:.961903109	 8:0	 9:7
1	 1:.02173913	 2:.166666667	 3:0	 4:.896655093	 5:0	 6:0	 7:.350494378	 8:.903225806	 9:7
1	 1:.055555556	 2:.03030303	 3:0	 4:.857291667	 5:.454545455	 6:.935345672	 7:.857291667	 8:0	 9:7
1	 1:.009063444	 2:.090909091	 3:0	 4:.972572751	 5:.454545455	 6:.935345672	 7:.084986773	 8:0	 9:7
1	 1:.009803922	 2:.03030303	 3:0	 4:.881863426	 5:.454545455	 6:.935345672	 7:.881863426	 8:0	 9:7
1	 1:.114285714	 2:.083333333	 3:0	 4:.717592593	 5:.625	 6:.935345672	 7:.00054784	 8:0	 9:3
1	 1:.136363636	 2:.046153846	 3:0	 4:.724469907	 5:.723076923	 6:.993592814	 7:.724453704	 8:0	 9:5
1	 1:.023255814	 2:.015384615	 3:0	 4:.764393519	 5:.723076923	 6:.993592814	 7:.764393519	 8:0	 9:5
1	 1:.028571429	 2:.017857143	 3:0	 4:.704729167	 5:.678571429	 6:.993592814	 7:.704729167	 8:0	 9:5
1	 1:.142857143	 2:.035714286	 3:0	 4:.565722222	 5:.678571429	 6:.993592814	 7:.565715278	 8:0	 9:5
1	 1:.076923077	 2:.017857143	 3:0	 4:.716719907	 5:.678571429	 6:.993592814	 7:.716719907	 8:0	 9:5
2	 1:.288135593	 2:.303571429	 3:1	 4:.707759259	 5:.678571429	 6:.993592814	 7:.707752315	 8:.8	 9:5
1	 1:.037037037	 2:.043478261	 3:0	 4:.192511574	 5:.217391304	 6:.935280953	 7:.192511574	 8:0	 9:1
1	 1:.038461538	 2:.043478261	 3:0	 4:.206782407	 5:.217391304	 6:.935280953	 7:.206782407	 8:0	 9:1
1	 1:.010416667	 2:.035714286	 3:0	 4:.971478175	 5:.357142857	 6:.993592814	 7:.971478175	 8:0	 9:7
1	 1:.008264463	 2:.035714286	 3:0	 4:.996750992	 5:.357142857	 6:.993592814	 7:.996750992	 8:0	 9:7
1	 1:.034482759	 2:.015384615	 3:0	 4:.745407407	 5:.723076923	 6:.993592814	 7:.745407407	 8:0	 9:5
1	 1:.5	 2:.076923077	 3:0	 4:.774657407	 5:.723076923	 6:.993592814	 7:.607011574	 8:0	 9:5
1	 1:.083333333	 2:.046153846	 3:0	 4:.775069444	 5:.723076923	 6:.993592814	 7:.205506944	 8:0	 9:5
1	 1:.1	 2:.045454545	 3:0	 4:.000219907	 5:.181818182	 6:.993592814	 7:.000219907	 8:0	 9:3
1	 1:.25	 2:.045454545	 3:0	 4:.139050926	 5:.181818182	 6:.993592814	 7:.139050926	 8:0	 9:3
1	 1:.2	 2:.6	 3:0	 4:.911755401	 5:0	 6:0	 7:.0000192901	 8:.8	 9:3
1	 1:.3	 2:.24	 3:0	 4:.252175926	 5:.28	 6:0	 7:.010111883	 8:.875	 9:3
2	 1:.018126888	 2:.133333333	 3:.5	 4:.650902778	 5:.6	 6:.993592814	 7:.0000099206	 8:.848214286	 9:7
1	 1:.428571429	 2:.066666667	 3:.5	 4:.060907738	 5:.6	 6:.993592814	 7:.060221561	 8:0	 9:7
1	 1:.176470588	 2:.066666667	 3:0	 4:.680044643	 5:.6	 6:.993592814	 7:.677622355	 8:0	 9:7
1	 1:.034482759	 2:.083333333	 3:0	 4:.957800926	 5:0	 6:.999935281	 7:.957800926	 8:0	 9:1
1	 1:.102564103	 2:.102564103	 3:.5	 4:.538150463	 5:.538461538	 6:.99935281	 7:.538111111	 8:.823529412	 9:5
1	 1:.013333333	 2:.025641026	 3:0	 4:.66174537	 5:.538461538	 6:.99935281	 7:.66174537	 8:0	 9:5
1	 1:.125	 2:.454545455	 3:0	 4:.24978836	 5:0	 6:0	 7:.000183532	 8:.916666667	 9:7
1	 1:.25	 2:.090909091	 3:0	 4:.310796958	 5:0	 6:0	 7:.310796958	 8:0	 9:7
2	 1:.151515152	 2:.128205128	 3:1	 4:.78600463	 5:.538461538	 6:.99935281	 7:.785881944	 8:.888888889	 9:5
1	 1:.020833333	 2:.1	 3:0	 4:.0000578704	 5:0	 6:0	 7:.0000578704	 8:1	 9:1
1	 1:.1	 2:.1	 3:0	 4:.954259259	 5:0	 6:0	 7:.954259259	 8:.75	 9:1
1	 1:.016806723	 2:.2	 3:0	 4:.209571759	 5:0	 6:0	 7:.209537037	 8:.757575758	 9:1
1	 1:.045454545	 2:.2	 3:0	 4:.267708333	 5:0	 6:0	 7:.267708333	 8:.863636364	 9:1
1	 1:.076923077	 2:.133333333	 3:0	 4:.963969907	 5:0	 6:.993592814	 7:.963969907	 8:.8	 9:1
2	 1:.625	 2:.434782609	 3:1	 4:.423622685	 5:.217391304	 6:.993592814	 7:.000127315	 8:.666666667	 9:1
1	 1:.04	 2:.086956522	 3:0	 4:.566793982	 5:.217391304	 6:.993592814	 7:.085393519	 8:0	 9:1
1	 1:.016129032	 2:.071428571	 3:0	 4:.0000082672	 5:0	 6:0	 7:.0000082672	 8:0	 9:7
1	 1:.051724138	 2:.130434783	 3:0	 4:.704733796	 5:.217391304	 6:.993592814	 7:.704733796	 8:1	 9:1
1	 1:.5	 2:.043478261	 3:0	 4:.998229167	 5:.217391304	 6:.993592814	 7:.998229167	 8:0	 9:1
1	 1:.066666667	 2:.083333333	 3:0	 4:.045451389	 5:0	 6:.999935281	 7:.045451389	 8:0	 9:1
1	 1:.142857143	 2:.083333333	 3:0	 4:.060902778	 5:0	 6:.999935281	 7:.060902778	 8:0	 9:1
1	 1:.142857143	 2:.071428571	 3:0	 4:.996073082	 5:0	 6:.967705195	 7:.996073082	 8:0	 9:7
1	 1:.030612245	 2:.214285714	 3:0	 4:.987197421	 5:0	 6:.967705195	 7:.987180886	 8:.878787879	 9:7
1	 1:.1	 2:.2	 3:0	 4:.01224537	 5:0	 6:0	 7:.000543982	 8:.666666667	 9:3
1	 1:.032608696	 2:.3	 3:.5	 4:.007631173	 5:0	 6:0	 7:.007426698	 8:.903225806	 9:3
1	 1:.01754386	 2:.027027027	 3:0	 4:.244344136	 5:.513513514	 6:.676404764	 7:.244344136	 8:0	 9:3
1	 1:.025641026	 2:.027027027	 3:0	 4:.98873071	 5:.513513514	 6:.676404764	 7:.98873071	 8:0	 9:3
1	 1:.038461538	 2:.027027027	 3:0	 4:.270034722	 5:.513513514	 6:.676404764	 7:.270034722	 8:0	 9:3
1	 1:.2	 2:.054054054	 3:0	 4:.301068673	 5:.513513514	 6:.676404764	 7:.301068673	 8:0	 9:3
1	 1:.055555556	 2:.027027027	 3:0	 4:.363298611	 5:.513513514	 6:.676404764	 7:.363298611	 8:0	 9:3
2	 1:.076923077	 2:.135135135	 3:1	 4:.99498071	 5:.513513514	 6:.676404764	 7:.99498071	 8:.782608696	 9:3
1	 1:.011627907	 2:.055555556	 3:0	 4:.000333333	 5:0	 6:.993592814	 7:.000333333	 8:0	 9:10
1	 1:.09375	 2:.166666667	 3:.5	 4:.004103009	 5:0	 6:.993592814	 7:.00409375	 8:.913043478	 9:10
1	 1:.012345679	 2:.166666667	 3:0	 4:.167091049	 5:0	 6:0	 7:.167091049	 8:.885714286	 9:3
1	 1:.2	 2:.666666667	 3:.5	 4:.746207562	 5:0	 6:0	 7:.104591049	 8:.857142857	 9:3
1	 1:.166666667	 2:.166666667	 3:0	 4:.151257716	 5:0	 6:0	 7:.151257716	 8:.666666667	 9:3
1	 1:.045454545	 2:.025641026	 3:0	 4:.830032407	 5:.538461538	 6:.99935281	 7:.830032407	 8:0	 9:5
1	 1:.010416667	 2:.025641026	 3:0	 4:.952506944	 5:.538461538	 6:.99935281	 7:.952506944	 8:0	 9:5
1	 1:.041666667	 2:.025641026	 3:0	 4:.961909722	 5:.538461538	 6:.99935281	 7:.961909722	 8:0	 9:5
1	 1:.1	 2:.051282051	 3:0	 4:.97562037	 5:.538461538	 6:.99935281	 7:.975581019	 8:0	 9:5
1	 1:.066666667	 2:.025641026	 3:0	 4:.981740741	 5:.538461538	 6:.99935281	 7:.981740741	 8:0	 9:5
2	 1:.030927835	 2:.3	 3:.5	 4:.923726852	 5:0	 6:0	 7:.923645833	 8:.75	 9:1
1	 1:.016393443	 2:.034482759	 3:0	 4:.972324074	 5:.379310345	 6:.999935281	 7:.972324074	 8:0	 9:5
1	 1:.333333333	 2:.5	 3:.5	 4:.000875772	 5:0	 6:0	 7:.0000154321	 8:.666666667	 9:3
1	 1:.011764706	 2:.071428571	 3:0	 4:.000902778	 5:0	 6:0	 7:.000902778	 8:0	 9:7
1	 1:.086956522	 2:.142857143	 3:0	 4:.806873347	 5:0	 6:0	 7:.806873347	 8:1	 9:7
1	 1:.025210084	 2:.096774194	 3:0	 4:.159814815	 5:.419354839	 6:.993592814	 7:.146388889	 8:0	 9:1
2	 1:1	 2:.19047619	 3:1	 4:.942916667	 5:.571428571	 6:.999935281	 7:.942592593	 8:1	 9:1
1	 1:.016129032	 2:.020833333	 3:0	 4:.0000162037	 5:.625	 6:.993592814	 7:.0000162037	 8:0	 9:5
1	 1:.285714286	 2:.083333333	 3:0	 4:.001340278	 5:.625	 6:.993592814	 7:.0000092593	 8:0	 9:5
1	 1:.2	 2:.020833333	 3:0	 4:.000712963	 5:.625	 6:.993592814	 7:.000712963	 8:0	 9:5
2	 1:.115702479	 2:.291666667	 3:1	 4:.988680556	 5:.625	 6:.993592814	 7:.001594907	 8:.818181818	 9:5
1	 1:.041666667	 2:.2	 3:0	 4:.783668982	 5:0	 6:0	 7:.783668982	 8:.842105263	 9:7
1	 1:.012345679	 2:.025641026	 3:0	 4:.896354167	 5:.538461538	 6:.993592814	 7:.896354167	 8:0	 9:7
1	 1:.045454545	 2:.083333333	 3:0	 4:.107435516	 5:0	 6:0	 7:.107435516	 8:0	 9:7
2	 1:.15625	 2:.128205128	 3:.5	 4:.968935185	 5:.538461538	 6:.993592814	 7:.69005787	 8:.8125	 9:7
1	 1:.181818182	 2:.133333333	 3:0	 4:.918959987	 5:0	 6:0	 7:.918959987	 8:.8	 9:7
1	 1:.230769231	 2:.2	 3:0	 4:.733169643	 5:0	 6:0	 7:.733156415	 8:.857142857	 9:7
1	 1:.066666667	 2:.066666667	 3:0	 4:.978373016	 5:0	 6:0	 7:.978373016	 8:0	 9:7
1	 1:.038461538	 2:.066666667	 3:0	 4:.99599537	 5:0	 6:0	 7:.99599537	 8:0	 9:7
1	 1:.013333333	 2:.066666667	 3:0	 4:.998083664	 5:0	 6:0	 7:.998083664	 8:0	 9:7
2	 1:.090909091	 2:.113207547	 3:.5	 4:.984780093	 5:.660377358	 6:.993592814	 7:.984016204	 8:.714285714	 9:7
1	 1:.010416667	 2:.023809524	 3:0	 4:.970416667	 5:.571428571	 6:.999935281	 7:.970416667	 8:0	 9:1
2	 1:.216216216	 2:.19047619	 3:1	 4:.9734375	 5:.571428571	 6:.999935281	 7:.969398148	 8:.636363636	 9:1
1	 1:.041666667	 2:.029411765	 3:0	 4:.645874669	 5:.470588235	 6:.993592814	 7:.645874669	 8:0	 9:7
1	 1:.15	 2:.088235294	 3:0	 4:.641383929	 5:.470588235	 6:.993592814	 7:.641378968	 8:0	 9:7
1	 1:.014084507	 2:.052631579	 3:0	 4:.254606482	 5:.052631579	 6:0	 7:.254606482	 8:0	 9:5
1	 1:.012987013	 2:.052631579	 3:0	 4:.23093287	 5:.052631579	 6:0	 7:.23093287	 8:0	 9:5
1	 1:.25	 2:.096153846	 3:0	 4:.801611111	 5:.653846154	 6:.993528095	 7:.801611111	 8:0	 9:5
1	 1:.076923077	 2:.057692308	 3:0	 4:.725701389	 5:.653846154	 6:.993528095	 7:.537418982	 8:0	 9:5
1	 1:.052631579	 2:.019230769	 3:0	 4:.615986111	 5:.653846154	 6:.993528095	 7:.615986111	 8:0	 9:5
1	 1:.066666667	 2:.04	 3:0	 4:.191115741	 5:.28	 6:.993592814	 7:.191115741	 8:0	 9:5
1	 1:.05	 2:.083333333	 3:0	 4:.004722222	 5:0	 6:0	 7:.004722222	 8:0	 9:1
1	 1:.2	 2:.166666667	 3:0	 4:.266296296	 5:0	 6:0	 7:.266087963	 8:1	 9:1
2	 1:.129032258	 2:.333333333	 3:1	 4:.558425926	 5:0	 6:0	 7:.55837963	 8:.857142857	 9:1
1	 1:.037037037	 2:.0625	 3:0	 4:.878640873	 5:0	 6:0	 7:.878640873	 8:0	 9:7
1	 1:.003021148	 2:.0625	 3:0	 4:.80275463	 5:0	 6:0	 7:.80275463	 8:0	 9:7
2	 1:.033232628	 2:.44	 3:1	 4:.979511574	 5:.28	 6:.993592814	 7:.979502315	 8:.848214286	 9:5
2	 1:.078431373	 2:.153846154	 3:1	 4:.917097222	 5:.653846154	 6:.993528095	 7:.916118056	 8:.888888889	 9:5
1	 1:.003021148	 2:.019230769	 3:0	 4:.916997685	 5:.653846154	 6:.993528095	 7:.916997685	 8:0	 9:5
1	 1:.06557377	 2:.076923077	 3:0	 4:.917013889	 5:.653846154	 6:.993528095	 7:.916935185	 8:0	 9:5
1	 1:.076923077	 2:.019230769	 3:0	 4:.939273148	 5:.653846154	 6:.993528095	 7:.939273148	 8:0	 9:5
1	 1:0	 2:.019230769	 3:0	 4:.995252315	 5:.653846154	 6:.993528095	 7:.995252315	 8:0	 9:5
1	 1:.25	 2:.066666667	 3:0	 4:.035884259	 5:0	 6:0	 7:.035884259	 8:0	 9:5
2	 1:.135135135	 2:.333333333	 3:1	 4:.605782407	 5:0	 6:0	 7:.043043982	 8:.933333333	 9:5
1	 1:.222222222	 2:.039215686	 3:0	 4:.92222608	 5:.647058824	 6:.993592814	 7:.866689815	 8:0	 9:3
1	 1:.041666667	 2:.066666667	 3:0	 4:.817358796	 5:0	 6:0	 7:.817358796	 8:0	 9:5
1	 1:.090909091	 2:.133333333	 3:0	 4:.814435185	 5:0	 6:0	 7:.814425926	 8:.928571429	 9:5
1	 1:.012345679	 2:.066666667	 3:0	 4:.851224537	 5:0	 6:0	 7:.851224537	 8:0	 9:5
2	 1:.136363636	 2:.2	 3:.5	 4:.877108796	 5:0	 6:0	 7:.877094907	 8:1	 9:5
1	 1:.111111111	 2:.090909091	 3:0	 4:.011428571	 5:0	 6:0	 7:.011428571	 8:0	 9:7
1	 1:.111111111	 2:.090909091	 3:0	 4:.023508598	 5:0	 6:0	 7:.023508598	 8:0	 9:7
1	 1:.75	 2:.272727273	 3:0	 4:.037910053	 5:0	 6:0	 7:.037905093	 8:1	 9:7
1	 1:.166666667	 2:.090909091	 3:0	 4:.043075397	 5:0	 6:0	 7:.043075397	 8:0	 9:7
1	 1:.5	 2:.039215686	 3:0	 4:.43474537	 5:.647058824	 6:.993592814	 7:.409780093	 8:0	 9:3
1	 1:.05	 2:.066666667	 3:0	 4:.903736111	 5:0	 6:0	 7:.903736111	 8:0	 9:5
1	 1:.011235955	 2:.066666667	 3:0	 4:.953106482	 5:0	 6:0	 7:.953106482	 8:0	 9:5
1	 1:.073170732	 2:.058823529	 3:0	 4:.971446759	 5:.647058824	 6:.993592814	 7:.800111883	 8:0	 9:3
1	 1:.040983607	 2:.3125	 3:0	 4:.031066468	 5:0	 6:0	 7:.031058201	 8:.9	 9:7
2	 1:.018126888	 2:.272727273	 3:1	 4:.995509259	 5:.181818182	 6:0	 7:.031180556	 8:.848214286	 9:5
1	 1:.166666667	 2:.090909091	 3:0	 4:.060175926	 5:.181818182	 6:0	 7:.060164352	 8:0	 9:5
2	 1:.461538462	 2:.272727273	 3:1	 4:.570805556	 5:.181818182	 6:0	 7:.570805556	 8:1	 9:5
1	 1:.5	 2:.045454545	 3:0	 4:.651701389	 5:.181818182	 6:0	 7:.651701389	 8:0	 9:5
1	 1:.111111111	 2:.045454545	 3:0	 4:.897967593	 5:.181818182	 6:0	 7:.897967593	 8:0	 9:5
1	 1:0	 2:.045454545	 3:0	 4:.993548611	 5:.181818182	 6:0	 7:.993548611	 8:0	 9:5
1	 1:.6	 2:.1875	 3:0	 4:.003508598	 5:0	 6:0	 7:.0000132275	 8:.666666667	 9:7
1	 1:0	 2:.028571429	 3:0	 4:.00046627	 5:.485714286	 6:0	 7:.00046627	 8:0	 9:7
1	 1:.086956522	 2:.057142857	 3:0	 4:.000426587	 5:.485714286	 6:0	 7:.000419974	 8:0	 9:7
1	 1:.333333333	 2:.028571429	 3:0	 4:.032238757	 5:.485714286	 6:0	 7:.032238757	 8:0	 9:7
2	 1:.578947368	 2:.407407407	 3:1	 4:.230834987	 5:.333333333	 6:0	 7:.230712632	 8:1	 9:7
1	 1:.083333333	 2:.043478261	 3:0	 4:.002423942	 5:.217391304	 6:0	 7:.002423942	 8:0	 9:7
1	 1:.2	 2:.086956522	 3:0	 4:.097018849	 5:.217391304	 6:0	 7:.09682705	 8:0	 9:7
2	 1:.024169184	 2:.347826087	 3:1	 4:.126787368	 5:.217391304	 6:0	 7:.126770833	 8:.848214286	 9:7
1	 1:.4	 2:.057142857	 3:0	 4:.09400959	 5:.485714286	 6:0	 7:.031063161	 8:0	 9:7
1	 1:.041666667	 2:.166666667	 3:0	 4:.001296296	 5:0	 6:0	 7:.001296296	 8:.842105263	 9:3
1	 1:.333333333	 2:.333333333	 3:0	 4:.511462191	 5:0	 6:0	 7:.0000231481	 8:.666666667	 9:3
1	 1:.023255814	 2:.166666667	 3:0	 4:.605216049	 5:0	 6:0	 7:.605216049	 8:.909090909	 9:3
1	 1:.035714286	 2:.166666667	 3:0	 4:.747750772	 5:0	 6:0	 7:.747750772	 8:.875	 9:3
1	 1:.017391304	 2:.071428571	 3:0	 4:.771354167	 5:.357142857	 6:.993528095	 7:.762453704	 8:0	 9:1
1	 1:.090909091	 2:.035294118	 3:0	 4:.685084877	 5:.788235294	 6:.993592814	 7:.332179784	 8:0	 9:3
1	 1:.153846154	 2:.16	 3:.5	 4:.811577932	 5:.28	 6:.993592814	 7:.790740741	 8:.8	 9:3
2	 1:.315789474	 2:.24	 3:1	 4:.867064043	 5:.28	 6:.993592814	 7:.867064043	 8:1	 9:3
1	 1:.090909091	 2:.04	 3:0	 4:.829008488	 5:.28	 6:.993592814	 7:.829008488	 8:0	 9:3
1	 1:.058823529	 2:.2	 3:0	 4:.712065146	 5:0	 6:0	 7:.712065146	 8:.7	 9:7
1	 1:.007246377	 2:.2	 3:0	 4:.727943122	 5:0	 6:0	 7:.727943122	 8:.865671642	 9:7
1	 1:.25	 2:.055555556	 3:0	 4:.952590939	 5:.5	 6:.98712091	 7:.952582672	 8:0	 9:7
